%time,field.header.seq,field.header.stamp,field.header.frame_id,field.status.status,field.status.service,field.latitude,field.longitude,field.altitude,field.position_covariance0,field.position_covariance1,field.position_covariance2,field.position_covariance3,field.position_covariance4,field.position_covariance5,field.position_covariance6,field.position_covariance7,field.position_covariance8,field.position_covariance_type
95200000000,951,95200000000,base_link,0,0,35.8594564912,-108.236838127,12.4371614911,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
95300000000,952,95300000000,base_link,0,0,35.85945595,-108.236839129,12.409116458,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
95400000000,953,95400000000,base_link,0,0,35.8594559195,-108.236838912,12.4638883564,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
95500000000,954,95500000000,base_link,0,0,35.8594565518,-108.236838274,12.493201617,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
95600000000,955,95600000000,base_link,0,0,35.8594548234,-108.236837659,12.4887675034,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
95700000000,956,95700000000,base_link,0,0,35.8594557843,-108.236838934,12.4682276941,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
95800000000,957,95800000000,base_link,0,0,35.859456806,-108.236838675,12.4338771317,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
95900000000,958,95900000000,base_link,0,0,35.8594551796,-108.236837969,12.4056213666,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
96000000000,959,96000000000,base_link,0,0,35.8594561018,-108.236838189,12.5133502662,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
96100000000,960,96100000000,base_link,0,0,35.8594556233,-108.236838185,12.4736089461,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
96200000000,961,96200000000,base_link,0,0,35.8594560396,-108.236838811,12.4963826437,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
96300000000,962,96300000000,base_link,0,0,35.8594567838,-108.236838807,12.44343878,0.001251461376,0.0,0.0,0.0,0.0036,0.0,0.0,0.0,0.00090601,2
